"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SLC38A4",7.97214961884767,7.95432391147079,43.2109524713301,4.12934382052706e-151,7.73403348675871e-151,335.071148304174
"ZNF134",3.20036355303327,3.20441806051375,43.202133840118,4.41159280961149e-151,8.26028774775439e-151,335.045907545841
"MAST4",4.12020072123493,4.22309392715725,43.2040062144204,4.35009213303216e-151,8.14630807955135e-151,334.972936090776
"BEND7",3.91117019675009,3.74008538359665,43.1924399592563,4.74421238535664e-151,8.88180571552928e-151,334.905331042125
"WDR25",2.65229197046782,2.70025657306139,43.1677657311851,5.70871199459577e-151,1.06859386961394e-150,334.826652532626
"PLEKHA8",2.74450659224703,2.70367299278848,43.1416942225788,6.9421867403815e-151,1.29910921033623e-150,334.62599403537
"RRAGD",4.92429203482692,4.69252849260404,43.1568251152709,6.19706121753171e-151,1.15983908390379e-150,334.568034878038
"PDE7A",3.18736573380733,3.11558915430977,43.1313882072572,7.50048477472295e-151,1.40318057864199e-150,334.516021032442
"SLC25A45",3.38118724341412,3.26837299516723,43.1308820867144,7.52903294553483e-151,1.40831846267695e-150,334.494317881933
"RUNX1",4.10774649416943,4.08302121645454,43.1357375643011,7.25958372167282e-151,1.35830879978915e-150,334.461328835728
"TMED1",2.67934402392559,2.87151781738763,43.0888671654041,1.03215409832661e-150,1.93038382416009e-150,334.233114770529
"ACOX2",6.24153205760786,6.37555796912757,43.087859925909,1.03999222405991e-150,1.94476299695696e-150,334.060865438044
"ABHD6",4.81455662465046,4.99360707826447,43.0842311938662,1.06872802872707e-150,1.99821061173027e-150,334.026906783115
"FYN",3.89215846325761,4.33247445182435,43.0728707526876,1.16393771224999e-150,2.17591177040315e-150,334.008693718141
"CAP2",4.95288240906898,4.45354324490389,43.0665177488452,1.22083983840369e-150,2.28195840261207e-150,333.888570083605
"ISG15",5.72523272049872,5.73844557071808,43.0518341557004,1.36325410523617e-150,2.54778832417646e-150,333.774881930453
"GPHN",4.47628728185694,4.75870664814114,43.0382608162839,1.50966726583965e-150,2.82101421315965e-150,333.699867397734
"ATP1A1",6.20488908265263,6.28274586422305,43.0116767616019,1.84365661341832e-150,3.4446221318463e-150,333.486417963431
"NAV2",4.78467776314671,4.92193523011258,43.0060432827346,1.92343815627156e-150,3.59316618749982e-150,333.440087709916
"SNX25",3.0259292050953,3.18762349418277,42.9738316226575,2.45079723460829e-150,4.5770065697236e-150,333.345242256045
"RILPL2",2.92180811575168,3.17409910347487,42.9680516879165,2.55973334417277e-150,4.77976375855813e-150,333.309760520914
"CCND1",6.03089084600733,6.26425264681008,42.9888773977163,2.18851437670704e-150,4.08776588670996e-150,333.309037011334
"PUSL1",3.0288336777529,2.89495412296622,42.967659138656,2.56730541047215e-150,4.79321382487087e-150,333.298601214862
"APBB1",3.34592632764454,3.41121037465904,42.9638090723228,2.64277115503898e-150,4.93340074608183e-150,333.24162250637
"PRNP",5.19895092021069,5.27901448504712,42.9577582626277,2.76589121806533e-150,5.16249342469308e-150,333.064570906398
"PEX12",2.89696018775018,3.05224497645771,42.907127883891,4.04928858658078e-150,7.55467761441238e-150,332.853101287096
"DNAJC25",3.89649894157788,4.28164023137049,42.9097598108088,3.96981363303974e-150,7.40746690406424e-150,332.780850620142
"MSRA",4.61617947457639,4.74344280903846,42.9144553528292,3.83188623817281e-150,7.15112898047857e-150,332.758805507843
"MID2",3.93039255449293,3.6598847083451,42.9036721782117,4.1560647911034e-150,7.75277412267449e-150,332.731618077378
"C4orf19",4.1859025571139,4.32824433172402,42.8982582348343,4.32904854809779e-150,8.07430037256153e-150,332.667925521104
"HDAC8",3.09402030785559,3.04474097508593,42.8534705382613,6.06677895308842e-150,1.1313793547352e-149,332.433375694639
"ZWILCH",2.79413703020126,2.77209440651952,42.8466493358557,6.38688327712488e-150,1.19073289003762e-149,332.40418042632
"FAM102B",3.19751851613074,3.11597380679567,42.8490945316311,6.27023461574003e-150,1.16915343797008e-149,332.391121748389
"ZNF250",2.66919121610829,2.6580623147703,42.8064621893628,8.64764631577028e-150,1.61152220839301e-149,332.108572721693
"DHODH",5.42197911124669,5.53800960584522,42.8287895631861,7.30748741316688e-150,1.3621693560327e-149,332.090912405478
"MYLK",5.44823490229208,5.74063875443069,42.8137686179097,8.18397178405089e-150,1.52533354706471e-149,331.977604885689
"FAM120C",2.99232265465129,3.0760718065246,42.7880841704259,9.93369534104427e-150,1.85091680622872e-149,331.948633789837
"TSEN2",2.54210737974276,2.57972383853649,42.7657823611795,1.17544419855931e-149,2.18954300153325e-149,331.808217299891
"APOLD1",4.50224513893447,4.4496864038937,42.7712425731658,1.12798837022768e-149,2.10144670264623e-149,331.685221009781
"SPSB2",3.34752634664472,3.18272283196468,42.7438466202224,1.38713128656937e-149,2.5831193029361e-149,331.583114418965
"HNF4G",3.91769018305196,3.86853721441188,42.7481049263462,1.34324425153596e-149,2.50175148353615e-149,331.55886591732
"ALG12",3.39766212130478,3.46874977877522,42.7377901016537,1.45203760037472e-149,2.70360033205254e-149,331.532450281747
"ZNF805",2.29147183538792,2.31544864156568,42.7277276884939,1.56667228313135e-149,2.91662456150041e-149,331.530660069932
"PLA2G6",3.58521650650769,3.42448372694276,42.7109772575873,1.77796573321649e-149,3.30903424724599e-149,331.311071883335
"ETV5",3.85545372919234,3.66434925605628,42.7110867010997,1.77649644039938e-149,3.30677358054561e-149,331.285053498059
"IFIT3",4.64344474723513,4.65495065222707,42.6782528422372,2.27670722912525e-149,4.2366523548717e-149,330.973664542377
"RPS6KA1",3.84925584036726,4.03928081844961,42.6655317848308,2.50648545206919e-149,4.66357114126397e-149,330.941049137378
"MEST",4.40697696013074,4.75008199164477,42.6636176669907,2.54301632063573e-149,4.7308627640877e-149,330.878297531523
"ARHGAP27",3.41455234605604,3.44452960877307,42.6457429842391,2.91098319317027e-149,5.41462886417965e-149,330.834775722184
"PHTF1",2.82910175254504,3.09834941987383,42.6272184214956,3.3487357810837e-149,6.22709501559765e-149,330.745052732452
"ING2",2.6145185729786,2.61335942126101,42.6229607434455,3.45833461528172e-149,6.42997732980152e-149,330.72571138225
"OAS3",4.63353122231786,4.54099700863302,42.6444935932183,2.93861438663023e-149,5.46524202193424e-149,330.718775015083
"C12orf57",3.93487640979562,3.93015788575807,42.6179434587027,3.59210933083634e-149,6.67774461488285e-149,330.5731122833
"DHRS4L2",4.35973103609769,4.53273912071114,42.5942978397003,4.29581772535285e-149,7.98479816790574e-149,330.357498998833
"STARD8",3.46749807896024,3.27685317776851,42.5763227247574,4.92184893987112e-149,9.14711679766833e-149,330.304005807742
"ZNF688",3.10658419445905,3.37168277624683,42.5037608996404,8.52698857156397e-149,1.58448992100302e-148,329.789044851467
"TET2",2.69941192389065,2.86038894091277,42.4964547814502,9.01241593014432e-149,1.6742132124844e-148,329.76346442511
"ZC3H6",2.73389025811348,2.82443515163602,42.4893799273381,9.50885416467123e-149,1.76593005915323e-148,329.707850218062
"CCDC57",3.81201324095418,4.04921474934125,42.4986088997902,8.86648367129371e-149,1.64733939111719e-148,329.680683100483
"ZFP41",3.53604279539913,3.14142577488,42.4860143319382,9.75454369193968e-149,1.81129909818731e-148,329.613157226178
"SRD5A1",5.02063460745375,5.47984036046639,42.49384431162,9.19249338040647e-149,1.70742150359466e-148,329.561179138509
"SQLE",6.53109636817672,6.14488668053533,42.4762663128147,1.05026381581202e-148,1.94993226246615e-148,329.453397488974
"C8A",7.34260356427364,7.57167278915713,42.4676225624869,1.12139458760709e-148,2.08169689955021e-148,329.428622241788
"TTC8",3.14807174224384,3.20846417706186,42.4477280939867,1.30399622802375e-148,2.41997699533359e-148,329.36041610729
"NDUFA9",3.82236758779666,3.77908922243981,42.4479951383614,1.30135790547866e-148,2.41542591374179e-148,329.295771426084
"SDHAF2",3.3988345557081,3.34254097246412,42.4356488964441,1.42911131243136e-148,2.65178862902502e-148,329.245009179617
"CEP290",2.92200872852796,2.86374102117728,42.4287263677921,1.50616529962267e-148,2.79436696374281e-148,329.234954620076
"PARS2",2.41038761323387,2.41467773899376,42.4214757929181,1.59133842571941e-148,2.95196573843994e-148,329.209526539219
"ZC3H8",2.58701064828962,2.60549734863371,42.402364344541,1.83969334013883e-148,3.41169461778994e-148,329.056435051176
"ACSL5",6.32515557088755,6.4065090630627,42.4102070695746,1.73339313236052e-148,3.21502093829849e-148,328.943495298285
"SPHK2",3.79027104749956,4.07707345940807,42.3954171859207,1.93929879001657e-148,3.59589854168263e-148,328.899717367826
"SNHG7",3.97105404409043,3.93142060923104,42.3693088354874,2.36442151957254e-148,4.38354636326746e-148,328.684074147577
"IRF6",6.75622773421921,6.28091502884999,42.340007517581,2.9537452021668e-148,5.47534812168716e-148,328.428603441856
"NOTCH3",5.42697331410391,5.11697186837864,42.3334532149102,3.1045436482677e-148,5.75406141858892e-148,328.338203803813
"ZC3H10",2.06835576403465,2.049336239772,42.2879085142153,4.38857696768067e-148,8.13160922803094e-148,328.205893226852
"CHRNB1",2.97898010989335,3.09802553957852,42.2916711386645,4.26482064672548e-148,7.90342833034016e-148,328.189559382213
"DNAJC11",3.67286966891249,3.835287886193,42.2672322382543,5.13573537350587e-148,9.51466409354076e-148,327.937120492668
"FLYWCH2",3.71665404071267,3.66371657381621,42.249983099843,5.85572364614846e-148,1.08469951494124e-147,327.801584669733
"JAG1",4.67544024096095,4.69465738085309,42.249863262152,5.86106417413468e-148,1.08553394793906e-147,327.720657372565
"HPS3",3.58116569479968,3.46554309612567,42.2278178809197,6.93137461899789e-148,1.28358423181129e-147,327.646538811753
"PLCE1",3.02230354023186,2.85816801200686,42.2080035257607,8.05955857668922e-148,1.49229380147509e-147,327.54939847362
"SBDSP1",3.00020722990459,3.09770755626014,42.1596172802848,1.16499452573655e-147,2.15646862966656e-147,327.183047047757
"DNAJB4",3.63862545401764,3.83558616993918,42.1598279044344,1.16312689717505e-147,2.15331846238238e-147,327.122810361013
"TAF5",2.31784187225285,2.21521088005156,42.1315649085509,1.44260194598389e-147,2.6699546063122e-147,327.009780577218
"RAB20",4.19918601022212,4.34427888747188,42.1247402343444,1.51961891206905e-147,2.81209615432328e-147,326.801284221563
"MMD",4.01805254987865,3.90632024137782,42.1183506398509,1.59545650370577e-147,2.9520150468196e-147,326.768722339404
"FAM133B",2.33136471423487,2.3625542025416,42.0984311502902,1.85709403784585e-147,3.43464543855086e-147,326.756787675879
"CDC14B",4.78291489349247,4.96992978717305,42.1152008085017,1.63422564322954e-147,3.02331743997465e-147,326.689258364788
"NME1",4.34897368108533,4.14686776603386,42.1069387891658,1.74046216467509e-147,3.21939640117296e-147,326.653552153165
"BAG2",4.1139903667368,3.88778848999754,42.0947333441735,1.91019934006017e-147,3.53235922388744e-147,326.580140941193
"RPP14",2.76761553717105,2.93482015112616,42.0743434448911,2.23156472109488e-147,4.12545637478423e-147,326.550511428731
"EPB41L4B",5.16229336790842,5.66574567176924,42.091217028138,1.96210905916382e-147,3.62783461722102e-147,326.494342703281
"ZNF138",2.53416932959459,2.486492271089,42.0217654319217,3.33305847309833e-147,6.15913921316563e-147,326.163115505228
"NMRAL1",5.02882061564883,5.16360785478586,42.0423524834413,2.84842524572117e-147,5.26508663054096e-147,326.124130546357
"CHMP4C",3.41279255041701,3.19464763741038,42.0252636351206,3.24523565594537e-147,5.99770534563292e-147,326.119469742808
"DNAH14",3.20785302113703,2.83351816666908,41.9862140147576,4.37252550262683e-147,8.07881472508388e-147,325.841808600053
"PHACTR2",3.54974140127018,3.62463583616893,41.9564672396285,5.48810408035955e-147,1.01371081911008e-146,325.579380039121
"ZNF428",3.12872473184157,3.27549864286336,41.9498521793339,5.77264680829983e-147,1.06611723690827e-146,325.571309473597
"DYNC1LI2",4.10624384343719,4.27485312406325,41.9576958997429,5.43682266173924e-147,1.00438144961604e-146,325.53386353555
"KCTD12",4.17730469670848,4.19416096898195,41.9495784563076,5.78473418647232e-147,1.06819768064433e-146,325.465274189552
"WRN",2.57935179056452,2.60364693285203,41.9243781113246,7.01347859362781e-147,1.29472702907526e-146,325.416888949428
"ACTR3B",2.75335187743492,2.78008407586945,41.9105900924771,7.79318524481177e-147,1.43846072732192e-146,325.301147644862
"GPNMB",5.11116849607014,5.01592501974587,41.9328823388302,6.5720513767373e-147,1.21340959951219e-146,325.285138608092
"FAM118A",3.45789880236258,3.38608093102701,41.8999728683365,8.45229797476549e-147,1.55989759554184e-146,325.157121300418
"KIAA0040",4.11416421181651,4.22908691901925,41.8906648747327,9.07593384064386e-147,1.67475352072239e-146,325.020135196457
"ELOVL6",5.43174289953106,5.45942118492255,41.8882915728882,9.24219118649082e-147,1.70519018239745e-146,324.941453062909
"G6PC",8.66415748592544,8.55336703937749,41.8426680913818,1.3103343821995e-146,2.4172319064808e-146,324.737597177081
"ARHGAP42",3.62774794961351,3.80471363211232,41.8423891449331,1.31313507270252e-146,2.42205442255185e-146,324.698647622724
"BGN",6.99245269445341,7.22439167238607,41.8290066377502,1.45478795230075e-146,2.68294960757311e-146,324.540248760179
"PDK1",3.84365657777713,3.7304772149666,41.8231855513565,1.52108955775859e-146,2.80482608073418e-146,324.529311299597
"STAG1",3.56470379651689,3.61326656788139,41.8074040981508,1.71647176178531e-146,3.16420422573538e-146,324.437153436759
"PCSK9",5.81755011595352,5.61556923543669,41.8161277475464,1.60555153372406e-146,2.96015016588223e-146,324.394147292866
"COL6A3",5.60467663991391,5.5546556341166,41.7888226973011,1.97900098809884e-146,3.64764204263975e-146,324.180646969791
"RGL3",4.08016770981577,3.9126594873264,41.7622785362681,2.42534220822075e-146,4.46905778350778e-146,324.03998024811
"ZNF136",2.16608989759687,2.22263809686065,41.7399098362328,2.87894680177795e-146,5.30338753399862e-146,324.023023278802
"FBLIM1",4.39372648945388,4.0871005974225,41.7631712803759,2.40880584185875e-146,4.43921689629908e-146,324.01981785309
"ZNF25",2.38925416349332,2.42609319673131,41.7327940947181,3.04036500532295e-146,5.59994615290444e-146,323.960219041987
"MOSPD1",3.56501800403642,3.33028548082471,41.7416592040808,2.84059590589154e-146,5.23348262587791e-146,323.933019652973
"MTMR9",2.32046245585543,2.45440940029759,41.7284924257936,3.14231348525253e-146,5.78690091221988e-146,323.930072623106
"TCP11L1",2.37126705537641,2.38956058892782,41.7277818629914,3.15948025519524e-146,5.8176903550575e-146,323.922565847112
"MARS2",3.09584373383327,3.07057444004099,41.7229589510649,3.27850885867504e-146,6.03515160136255e-146,323.836934696948
"MDM1",2.27229225633494,2.28844539296027,41.7041196540392,3.78812353908722e-146,6.97128530567178e-146,323.745174624525
"ZNF514",2.96080926623158,2.85676231613761,41.7059183474959,3.73622030497283e-146,6.87674221948443e-146,323.718179446366
"RCAN1",5.01860727109564,5.59731058917183,41.7249314890277,3.22929333653293e-146,5.94539730104241e-146,323.694040458761
"SLC35D2",3.35419948695929,3.33203988223178,41.6879397213093,4.28873029729371e-146,7.89143388650516e-146,323.543443703445
"TIE1",4.01360776655563,4.08442409593597,41.6766901664112,4.67536198048454e-146,8.6016328149246e-146,323.388963371022
"SLC15A3",4.14124513941969,4.22092522051188,41.6740621112623,4.77060590966552e-146,8.7756174148479e-146,323.35723256946
"POLR3D",2.65534211290054,2.77363674647074,41.6530272745778,5.6064402052726e-146,1.03102292475043e-145,323.334284596054
"PIM2",3.42836602924446,3.4294351882005,41.6487052458481,5.79557091872618e-146,1.06565311512809e-145,323.234452780364
"PPARG",4.1063678006264,4.06492589553921,41.6557402749225,5.49089223271544e-146,1.00991668922639e-145,323.219817164264
"SCARF1",3.16575908701134,3.30846878651158,41.6377883420464,6.30225315616184e-146,1.15865461125529e-145,323.176702253015
"POP1",2.489133406782,2.42842807145863,41.6222663383395,7.10003329639059e-146,1.30513987855944e-145,323.107635787932
"PIGW",2.47974725509039,2.66312308877214,41.6088379046906,7.87141663635022e-146,1.44673206702916e-145,323.005109777478
"GIN1",2.27058524522769,2.32784127192552,41.5998710909349,8.43272843688133e-146,1.54946016142866e-145,322.945480774663
"LIPC",6.18880283107369,6.49057684340695,41.6062273656282,8.0308552508421e-146,1.47582732620187e-145,322.794367626088
"ZNF383",2.42207933720756,2.44586608045847,41.5701292427152,1.05979650490331e-145,1.94675773821489e-145,322.710611306656
"EFNB2",3.14016010748139,3.07373772961987,41.5714665161553,1.04895963571079e-145,1.92712389149471e-145,322.669495451844
"TGFB1I1",2.98722050447811,3.07374019019748,41.5408199598979,1.32763038077292e-145,2.43840132302332e-145,322.447721155342
"LMNB1",4.34890336705221,4.16136897165689,41.5321861968635,1.41876666709219e-145,2.60541893460496e-145,322.24909077791
"FICD",2.96205331448957,2.7891288579965,41.5127759282271,1.64720783643846e-145,3.02449995360191e-145,322.23422847654
